Subject,DriveID,ROI,lane deviation,lane mean,lane exits
11,[3],9,0.08438355031777663,-0.14782430388692577,0
12,[1],9,0.0740990207760565,-0.44988631578947375,0
12,[2],9,0.06570549870096078,-0.29321950364963506,0
12,[3],9,0.033164158809794876,-0.3935124089347079,0
13,[1],9,0.01724712371662801,-0.08946607423580788,0
13,[2],9,0.06356005560446731,-0.07121777966101694,0
13,[3],9,0.024536496094989927,0.162470888,0
14,[1],9,0.029505397842478936,-0.6429259786476867,0
14,[24],9,0.03624330896025193,-0.5129527526132405,0
14,[3],9,0.04839230193064195,-0.22690625174825177,0
16,[1],9,,,0
16,[2],9,0.042081796389568445,-0.34463290789473683,0
16,[3],9,0.05768438314134178,-0.48984416724738683,0
17,[1],9,0.031583353694149344,-0.4559834007490637,0
17,[2],9,0.03884240900754096,-0.29404075444839856,0
17,[34],9,0.05333580347717712,-0.29343051140065146,0
18,[1],9,0.015011598973749995,-0.4629619790940767,0
18,[2],9,0.021821257047529533,-0.4806595729537366,0
18,[3],9,0.03129318136195164,-0.35201396283783787,0
1,[1],9,0.07468701552661038,-0.4624438531468531,0
1,[2],9,0.04868584482053965,-0.7391489964412812,0
1,[3],9,0.02770937059212436,-0.4433095261324042,0
22,[1],9,0.06204666125315892,-0.8367526595744681,0
22,[2],9,0.06204666125315892,-0.8367526595744681,0
22,[3],9,0.02197337914089668,-0.15352007352941174,0
2,[1],9,0.037067208426227106,-0.13142036426116838,0
2,[2],9,0.013479184435331264,-0.2891582931034483,0
2,[3],9,0.06786116142733027,-0.25237514144736845,0
3,[1],9,0.022587994096354442,-0.5655398963210703,0
3,[2],9,0.0156949527037042,-0.46697553061224484,0
3,[3],9,0.06949562728412444,-0.4284478869863013,0
4,[1],9,0.023882407299131325,-0.6366756346863468,0
4,[2],9,0.10386689234538019,-0.21395893916349812,0
4,[3],9,0.11033756905179394,-0.21489438490566037,0
5,[1],9,,,0
5,[2],9,0.12915813338433263,-0.3291104887218045,0
5,[3],9,0.047491013054963664,-0.5731919441624366,0
6,[1],9,0.06970118405125315,-0.16029420000000003,0
6,[2],9,0.12186710531301637,-0.2626120883392226,0
6,[345],9,0.07498591250042536,-0.2025504440677966,0
7,[1],9,0.04605376482305431,-0.5799658865248227,0
7,[2],9,0.03337589155976867,-0.41943262724014335,0
7,[3],9,0.03830391264962109,-0.27573713175675674,0
8,[2],9,0.038413156559590995,-0.08989721631205676,0
8,[34],9,0.06921041273152316,0.09700340425531914,0
9,[2],9,0.01783022877192398,-0.3992274961832062,0
9,[3],9,0.03687147544041886,-0.5238984811715481,0
10,[2],10,0.1536424627410324,-0.10404183157894738,0
10,[3],10,0.10241256353606452,-0.26895437262357413,0
11,[1],10,0.24681414427999163,-0.06998050545454547,0
11,[2],10,0.11817693487501667,-0.7208947979094078,0
11,[3],10,0.07594384951897233,-0.23994764743589747,0
12,[1],10,0.08601755217259922,-0.5526765518518518,0
12,[2],10,0.19656846769943567,-0.6544522773722627,0
12,[3],10,0.018945385380306448,-0.4030120239726028,0
13,[1],10,0.12574332324419604,-0.033900825,0
13,[2],10,0.0927477579068668,-0.0550911046931408,0
13,[3],10,0.10945247561229944,0.09201074721189591,0
14,[1],10,0.04495034543988795,-0.5990389831081081,0
14,[24],10,0.01591891678771847,-0.2820724768683274,0
14,[3],10,0.041756301016235106,-0.43836102430555557,0
16,[1],10,,,0
16,[2],10,0.09370842171781159,-0.44232637908496736,0
16,[3],10,0.01697852976681146,-0.3669040070921986,0
17,[1],10,0.02399063329004291,-0.41837894402985076,0
17,[2],10,0.07287523191250171,-0.17920966548042705,0
17,[34],10,0.004558514320492694,-0.4424931736111111,0
18,[1],10,0.01970292994568597,-0.36558847735191635,0
18,[2],10,0.1716117308280259,-0.5234132076124567,0
18,[3],10,0.05018690190202107,-0.35993043564356436,0
1,[1],10,,,0
1,[2],10,0.06542919929318386,-0.46807511929824563,0
1,[3],10,0.010528691543697163,-0.05725542402826855,0
22,[1],10,0.037062550259092546,-0.6093826573426573,0
22,[2],10,0.037062550259092546,-0.6093826573426573,0
22,[3],10,0.11173031420740549,-0.27941123333333334,0
2,[1],10,0.08787737156001899,-0.18343653125000003,0
2,[2],10,0.04071106552935419,-0.16863703484320555,0
2,[3],10,0.022665309373923644,-0.1401592474916388,0
3,[1],10,0.058037871435776954,-0.2980130536912751,0
3,[2],10,0.057176050457189646,-0.3875523468013468,0
